rows,symbols,precision,true_events,fake_events,median_future_drop_5m,median_future_drop_15m,median_future_drop_30m,median_adverse_5m,p80_adverse_5m,post_pump_share,downtrend_share,other_share,period,cutoff_sec,quantile,threshold,mode,auc,train_rows,validation_rows,train_pos_rate,validation_pos_rate,features,score_metric
5981,188,75.556,4519,1462,1.202,2.652,5.665,0.677,1.719,26.484,8.611,25.514,train,10,0.5,0.5743124654480666,preclose_agg,0.9060930728599406,8569,5752,0.5481386392811296,0.5104311543810849,48,9.062335119594946
5981,188,75.556,4519,1462,1.202,2.652,5.665,0.677,1.719,26.484,8.611,25.514,train,10,0.6,0.5743124654480666,preclose_agg,0.9060930728599406,8569,5752,0.5481386392811296,0.5104311543810849,48,9.062335119594946
5981,188,75.556,4519,1462,1.202,2.652,5.665,0.677,1.719,26.484,8.611,25.514,train,10,0.7,0.5743124654480666,preclose_agg,0.9060930728599406,8569,5752,0.5481386392811296,0.5104311543810849,48,9.062335119594946
1992,182,99.799,1988,4,1.992,4.348,6.544,0.669,1.421,41.867,4.97,29.669,validation,59,0.7,0.8057821237734952,preclose_agg,0.9192701882586078,8569,5752,0.5481386392811296,0.5104311543810849,48,10.194718160106397
1421,166,100.0,1421,0,2.304,4.769,6.685,0.819,1.539,48.98,3.448,31.457,validation,59,0.8,0.9986415680329478,preclose_agg,0.9192701882586078,8569,5752,0.5481386392811296,0.5104311543810849,48,10.079069805181593
1424,164,98.806,1407,17,2.349,4.864,6.684,0.843,1.575,49.649,4.143,30.407,validation,50,0.8,0.9895842030146607,preclose_agg,0.8857506541057716,8569,5752,0.5481386392811296,0.5104311543810849,48,10.017003546351376
1073,156,100.0,1073,0,2.557,4.976,6.755,0.936,1.612,53.681,2.703,32.992,validation,59,0.85,0.9994350872951752,preclose_agg,0.9192701882586078,8569,5752,0.5481386392811296,0.5104311543810849,48,9.957732637534406
1059,152,100.0,1059,0,2.723,5.024,6.816,0.95,1.624,53.919,3.305,32.767,validation,50,0.85,0.9980652781322902,preclose_agg,0.8857506541057716,8569,5752,0.5481386392811296,0.5104311543810849,48,9.955972093553056
1390,162,97.554,1356,34,2.341,4.786,6.672,0.853,1.577,50.216,3.597,31.007,validation,40,0.8,0.9718569948192954,preclose_agg,0.8625034108326108,8569,5752,0.5481386392811296,0.5104311543810849,48,9.92028909596172
1023,151,99.218,1015,8,2.73,5.044,6.816,0.907,1.615,54.741,3.324,32.063,validation,40,0.85,0.9953168136265258,preclose_agg,0.8625034108326108,8569,5752,0.5481386392811296,0.5104311543810849,48,9.894895902799727
971,151,98.764,959,12,2.768,5.094,6.817,0.931,1.632,55.407,2.678,31.823,validation,30,0.85,0.987502946671436,preclose_agg,0.8427551738218355,8569,5752,0.5481386392811296,0.5104311543810849,48,9.846237902230218
1327,161,96.609,1282,45,2.355,4.784,6.664,0.873,1.603,51.696,3.09,30.595,validation,30,0.8,0.9462981081262705,preclose_agg,0.8427551738218355,8569,5752,0.5481386392811296,0.5104311543810849,48,9.838094665018188
2038,181,94.161,1919,119,1.874,4.13,6.448,0.723,1.513,41.757,6.035,29.342,validation,50,0.7,0.7286027702852426,preclose_agg,0.8857506541057716,8569,5752,0.5481386392811296,0.5104311543810849,48,9.834327385287228
976,148,97.439,951,25,2.807,5.114,6.904,0.971,1.661,57.172,2.971,30.02,validation,20,0.85,0.968797475704157,preclose_agg,0.8191513654941788,8569,5752,0.5481386392811296,0.5104311543810849,48,9.76938332602139
1275,160,95.686,1220,55,2.436,4.843,6.731,0.914,1.639,52.314,3.216,30.588,validation,20,0.8,0.904212799314849,preclose_agg,0.8191513654941788,8569,5752,0.5481386392811296,0.5104311543810849,48,9.766942731952367
678,143,100.0,678,0,3.152,5.321,6.957,0.982,1.65,57.67,2.36,34.071,validation,50,0.9,0.9993803593126075,preclose_agg,0.8857506541057716,8569,5752,0.5481386392811296,0.5104311543810849,48,9.766830563779347
630,138,100.0,630,0,3.346,5.438,7.079,0.97,1.661,57.302,2.063,33.81,validation,40,0.9,0.9988316985491131,preclose_agg,0.8625034108326108,8569,5752,0.5481386392811296,0.5104311543810849,48,9.743332931270606
660,142,100.0,660,0,3.015,5.221,6.969,0.971,1.654,58.939,1.515,32.879,validation,59,0.9,0.9997691140118364,preclose_agg,0.9192701882586078,8569,5752,0.5481386392811296,0.5104311543810849,48,9.741076919925844
952,149,96.849,922,30,2.767,5.106,6.812,0.971,1.652,55.672,3.046,32.143,validation,10,0.85,0.9507382455993019,preclose_agg,0.7886747294556602,8569,5752,0.5481386392811296,0.5104311543810849,48,9.721307451827101
